Raman_shift_cm-1	Intensity
600	0.0069631625
601	0.0068031159
602	0.0066790159
603	0.0065908624
604	0.0065741315
605	0.0065568308
606	0.0064770844
607	0.0063643844
608	0.0062381444
609	0.0061130008
610	0.0060085674
611	0.0059190694
612	0.0058412072
613	0.0057746811
614	0.0057170261
615	0.0056518756
616	0.005567966
617	0.0054601218
618	0.0053311907
619	0.0051804104
620	0.0049940285
621	0.004832882
622	0.0047615031
623	0.004745491
624	0.0047621878
625	0.0047323205
626	0.0045633437
627	0.0043546334
628	0.0041998263
629	0.0040872146
630	0.0040119498
631	0.0039540307
632	0.0039072659
633	0.0038498905
634	0.0037317651
635	0.0035869617
636	0.0034663724
637	0.0033753029
638	0.0033121789
639	0.0032317153
640	0.0031079105
641	0.0029771765
642	0.0028592012
643	0.002728409
644	0.0025611014
645	0.0024257929
646	0.0023755332
647	0.0023695041
648	0.0023798869
649	0.0023628147
650	0.0022634584
651	0.0021192858
652	0.0019738678
653	0.0018309809
654	0.0017055359
655	0.0015805274
656	0.0014504405
657	0.0013206087
658	0.0011776575
659	0.0010435179
660	0.00094771505
661	0.00087256361
662	0.00079713611
663	0.00069349316
664	0.00054171566
665	0.00037170922
666	0.00019549299
667	3.4979132e-05
668	-6.803499e-05
669	-0.00014536384
670	-0.00024527954
671	-0.00036361506
672	-0.00049045791
673	-0.00060850707
674	-0.00071661994
675	-0.00083349334
676	-0.00096824743
677	-0.0010826685
678	-0.0011605967
679	-0.0012226367
680	-0.0013032919
681	-0.0013423796
682	-0.0012836722
683	-0.0012118873
684	-0.0012158419
685	-0.0012748713
686	-0.0014128007
687	-0.0014834902
688	-0.0013724557
689	-0.0011222179
690	-0.00081621186
691	-0.00043783662
692	-7.3629613e-05
693	0.00041161877
694	0.0010464791
695	0.0018648331
696	0.0027797277
697	0.0038905311
698	0.0051342467
699	0.0066362892
700	0.0083299134
701	0.010309188
702	0.012469959
703	0.014929388
704	0.017547529
705	0.020505332
706	0.023748418
707	0.027371841
708	0.031221006
709	0.035363966
710	0.03962815
711	0.044183751
712	0.048990325
713	0.054042251
714	0.059194226
715	0.06446265
716	0.069773787
717	0.075099275
718	0.080422108
719	0.085608203
720	0.090646237
721	0.095380452
722	0.099874863
723	0.10392824
724	0.10768468
725	0.11086371
726	0.11361791
727	0.11567084
728	0.11724537
729	0.11808907
730	0.11851501
731	0.11817484
732	0.11728868
733	0.11562639
734	0.11351396
735	0.11073306
736	0.10756001
737	0.10381644
738	0.099764108
739	0.095296092
740	0.090628152
741	0.085652795
742	0.080490201
743	0.075186069
744	0.069899364
745	0.064623513
746	0.059376314
747	0.054233704
748	0.049187913
749	0.044369986
750	0.039761689
751	0.035454487
752	0.031345609
753	0.027552657
754	0.023955518
755	0.020688458
756	0.017631442
757	0.014921721
758	0.01243258
759	0.010307244
760	0.0084731659
761	0.0069247241
762	0.0054470228
763	0.0041193912
764	0.0028087011
765	0.0017358697
766	0.00097360855
767	0.00046167791
768	2.5383273e-05
769	-0.0003198294
770	-0.00067971165
771	-0.00096033866
772	-0.0011501512
773	-0.0012771214
774	-0.0014151236
775	-0.0014976239
776	-0.001512373
777	-0.0014518214
778	-0.0013434738
779	-0.0011998017
780	-0.0010381733
781	-0.00089858817
782	-0.00083384632
783	-0.00082989201
784	-0.0008821533
785	-0.00090231515
786	-0.00080887628
787	-0.00064452257
788	-0.00044464044
789	-0.0002453494
790	-0.00010156529
791	5.6460079e-06
792	8.9665018e-05
793	0.00016303597
794	0.00025198485
795	0.00033689982
796	0.00038519328
797	0.00045718867
798	0.00061141885
799	0.00081274615
800	0.0010347657
801	0.0012052882
802	0.0012503976
803	0.0012469605
804	0.0012643664
805	0.001307208
806	0.0014133777
807	0.0015179179
808	0.0015497369
809	0.0015537264
810	0.0015676892
811	0.0016084534
812	0.0016760653
813	0.001772172
814	0.0018972892
815	0.0020597301
816	0.0022555109
817	0.0024261773
818	0.0025347508
819	0.0025804409
820	0.0025489405
821	0.0024952708
822	0.0024822012
823	0.0025375362
824	0.0026899538
825	0.002868057
826	0.0030121071
827	0.0031070125
828	0.003103541
829	0.0030784278
830	0.0031163532
831	0.0032130724
832	0.0033881048
833	0.0035291775
834	0.0035188298
835	0.0034590592
836	0.0034296579
837	0.0034541944
838	0.0035836588
839	0.0037199777
840	0.0037741013
841	0.0037663884
842	0.0036920686
843	0.0036249037
844	0.0036426689
845	0.0037143549
846	0.0038074439
847	0.0039119027
848	0.0040201688
849	0.0041048429
850	0.0041383303
851	0.0041082374
852	0.0040132465
853	0.0039117626
854	0.0038497027
855	0.0038413495
856	0.003909778
857	0.0040231045
858	0.0041412312
859	0.0042220122
860	0.004222448
861	0.0041757274
862	0.0041041013
863	0.004040711
864	0.0040555994
865	0.004076536
866	0.0040231006
867	0.0039297283
868	0.0038219516
869	0.0037637921
870	0.0038140189
871	0.0038815702
872	0.0038849816
873	0.0038624632
874	0.0038386735
875	0.0037980137
876	0.0037251802
877	0.0036501856
878	0.0036163829
879	0.0035986813
880	0.0035883619
881	0.0035241764
882	0.003327285
883	0.0031250082
884	0.0030296966
885	0.0030276781
886	0.0031070943
887	0.0032007071
888	0.0032293757
889	0.0032318012
890	0.0032328765
891	0.0032055259
892	0.0031519023
893	0.0030553253
894	0.002906666
895	0.0027357831
896	0.0025834756
897	0.0024513288
898	0.0023352953
899	0.0022382576
900	0.0021565896
901	0.0021004505
902	0.0020605959
903	0.0020247707
904	0.0019933632
905	0.0019378181
906	0.0018242918
907	0.0016647064
908	0.0014727147
909	0.0013035811
910	0.001219979
911	0.0011554157
912	0.0010482661
913	0.00091824896
