Raman_shift_cm-1	Intensity
600	0.0048525093
601	0.0047114348
602	0.004579749
603	0.0044574518
604	0.004312386
605	0.0042120882
606	0.004185714
607	0.004200408
608	0.0042389267
609	0.004249551
610	0.0041704429
611	0.0040263777
612	0.0038519062
613	0.0036816922
614	0.0035409349
615	0.0034427306
616	0.0034073311
617	0.0034255193
618	0.0034633999
619	0.0034917695
620	0.0034935809
621	0.0034616066
622	0.003377001
623	0.0032510723
624	0.0031116881
625	0.0030004698
626	0.0029510088
627	0.002928973
628	0.002917134
629	0.002901787
630	0.0028527607
631	0.0027691224
632	0.0026595186
633	0.0025492145
634	0.0024436723
635	0.0023694543
636	0.0023688155
637	0.0024060127
638	0.0024413143
639	0.0024223482
640	0.0022815207
641	0.0021384447
642	0.0021347698
643	0.0021432127
644	0.0020406414
645	0.0018825321
646	0.0017105995
647	0.0016099434
648	0.0016809428
649	0.001743492
650	0.0016198457
651	0.0014384071
652	0.0013048246
653	0.0012225347
654	0.0012229279
655	0.001198846
656	0.0010404586
657	0.00085932093
658	0.00073292301
659	0.00067613199
660	0.00072917815
661	0.00079094125
662	0.00076582164
663	0.00066068345
664	0.00047015747
665	0.00026192638
666	0.00010597091
667	-2.7981972e-06
668	-5.5171912e-05
669	-8.0337899e-05
670	-0.00011135759
671	-0.00017036813
672	-0.0003009408
673	-0.0004397498
674	-0.00051613205
675	-0.00056479579
676	-0.00061401551
677	-0.00068914786
678	-0.00083475573
679	-0.00095472128
680	-0.00095911858
681	-0.00091987143
682	-0.00091717734
683	-0.00092649739
684	-0.00093563788
685	-0.00092285037
686	-0.00088938545
687	-0.00084798028
688	-0.00082352327
689	-0.0007456235
690	-0.00058210325
691	-0.00035697898
692	-0.00015218403
693	0.00014610859
694	0.00057274273
695	0.0011620944
696	0.0018588192
697	0.0026841027
698	0.0035656195
699	0.0045767382
700	0.0056426214
701	0.006882853
702	0.008292009
703	0.0099583163
704	0.01180164
705	0.013874883
706	0.016060393
707	0.018496003
708	0.021140267
709	0.02400122
710	0.02693964
711	0.030039467
712	0.033237894
713	0.036594943
714	0.040074149
715	0.043659238
716	0.047273298
717	0.050908134
718	0.05457315
719	0.058137707
720	0.061535151
721	0.064697802
722	0.067719385
723	0.070474642
724	0.073058846
725	0.075250487
726	0.077135137
727	0.078558328
728	0.079695841
729	0.08030705
730	0.08054767
731	0.080243837
732	0.079606384
733	0.078454226
734	0.076984916
735	0.075073811
736	0.072933643
737	0.070432513
738	0.067723567
739	0.064720109
740	0.061562458
741	0.058192072
742	0.054695248
743	0.051088052
744	0.047480358
745	0.043881406
746	0.040313355
747	0.036806754
748	0.033344069
749	0.030037136
750	0.026900168
751	0.023958637
752	0.021090055
753	0.018450451
754	0.016030304
755	0.013894652
756	0.011933081
757	0.01018369
758	0.0085163728
759	0.0070537397
760	0.005745661
761	0.0046280501
762	0.003620954
763	0.0027612426
764	0.001955596
765	0.0012623648
766	0.00062892226
767	0.00014233636
768	-0.00020081117
769	-0.00041710428
770	-0.000595941
771	-0.00071268136
772	-0.00081169437
773	-0.00086290682
774	-0.00086523079
775	-0.00085622077
776	-0.00090805174
777	-0.00095149201
778	-0.00091638292
779	-0.00084905674
780	-0.00083180732
781	-0.00081393933
782	-0.00075047823
783	-0.0006094686
784	-0.0003633808
785	-0.00015892693
786	-0.00013916756
787	-0.00017339984
788	-0.00016040976
789	-9.5967294e-05
790	5.9846978e-05
791	0.00022221854
792	0.00029268056
793	0.00033618717
794	0.00042061256
795	0.00051339894
796	0.00058164665
797	0.00061674357
798	0.00062408366
799	0.00064786053
800	0.00070214235
801	0.00078380333
802	0.00091661359
803	0.001069823
804	0.0011903492
805	0.0012596481
806	0.0012677053
807	0.0012830309
808	0.0013646355
809	0.0014554894
810	0.0015197842
811	0.0015821264
812	0.0016483845
813	0.0017144398
814	0.001780248
815	0.0018543227
816	0.00194673
817	0.0020302173
818	0.0020818462
819	0.0021131196
820	0.0021329458
821	0.0021552256
822	0.0021969217
823	0.0022498906
824	0.0023064504
825	0.002365659
826	0.0024184197
827	0.0024757135
828	0.0025429077
829	0.0026199018
830	0.0027131841
831	0.0027945518
832	0.0028341692
833	0.0028507718
834	0.0028679978
835	0.0028884373
836	0.0029273375
837	0.0029484874
838	0.0029096331
839	0.0028715687
840	0.0029010444
841	0.0029543036
842	0.0029922824
843	0.002995068
844	0.0029136822
845	0.0028724369
846	0.0029943767
847	0.0031767773
848	0.0033247707
849	0.0034130665
850	0.0034040393
851	0.0033753014
852	0.0034035224
853	0.0034362887
854	0.0034520642
855	0.0034504995
856	0.0034283424
857	0.0033886863
858	0.0033270855
859	0.0032830649
860	0.0032961782
861	0.0033449418
862	0.0034007276
863	0.0034520947
864	0.0034854785
865	0.0035075487
866	0.0035199173
867	0.0035121705
868	0.003489671
869	0.0034560266
870	0.0034089462
871	0.0033612918
872	0.0033345662
873	0.0033259989
874	0.0033264319
875	0.0033194864
876	0.003280821
877	0.0032549556
878	0.003288173
879	0.0033234673
880	0.003314232
881	0.0032595365
882	0.0031458581
883	0.0030397484
884	0.0030156843
885	0.0030207168
886	0.0030124898
887	0.0029754675
888	0.0028906716
889	0.0027886157
890	0.0026938489
891	0.0026022438
892	0.0025215728
893	0.0024512636
894	0.0023896398
895	0.002317581
896	0.0022054242
897	0.0020970464
898	0.0020366626
899	0.0019949315
900	0.0019262559
901	0.0018613971
902	0.0018457157
903	0.0018355557
904	0.0017788629
905	0.0016628099
906	0.0014860371
907	0.0013171296
908	0.0012148034
909	0.0011277728
910	0.0010402144
911	0.00093302463
912	0.0007496959
913	0.00055420011
914	0.00041341725
915	0.00033950573
916	0.00032725728
917	0.00032115553
918	0.00027835302
919	0.00021594667
920	0.00013120717
921	5.260747e-07
922	-0.00017667667
923	-0.00036198979
924	-0.00052286163
925	-0.00067510922
926	-0.00082525785
927	-0.00095545448
928	-0.0010610266
929	-0.0011624174
930	-0.0013037329
931	-0.0014194631
932	-0.0014505882
933	-0.0014451565
934	-0.001466614
935	-0.0015102352
936	-0.0015944336
937	-0.0016411856
938	-0.0015999101
939	-0.0015068111
940	-0.0014221087
941	-0.0012892591
942	-0.0010911055
943	-0.00083755621
944	-0.0005753202
945	-0.00028887982
946	-4.0953813e-06
947	0.00034082898
948	0.00076645596
949	0.0012578333
