Raman_shift_cm-1	Intensity
600	0.0046109314
601	0.0046590033
602	0.0046798857
603	0.0046735785
604	0.0046452066
605	0.0045860726
606	0.0045223972
607	0.0044479403
608	0.0043642705
609	0.0042582175
610	0.0041104919
611	0.0039955613
612	0.0039809722
613	0.0040175026
614	0.0040770846
615	0.0040874488
616	0.0039521415
617	0.0037769513
618	0.0036765125
619	0.0036206585
620	0.0035884214
621	0.0035407853
622	0.0034603909
623	0.0033615735
624	0.0032327693
625	0.0030818645
626	0.0029212006
627	0.002822789
628	0.0028537673
629	0.0029083203
630	0.0028829888
631	0.0028184307
632	0.00273196
633	0.0026541959
634	0.0026252545
635	0.0026039421
636	0.0025571268
637	0.002498205
638	0.0024475013
639	0.0023777097
640	0.0022424105
641	0.0021129361
642	0.002080938
643	0.0020912073
644	0.0020890643
645	0.002025143
646	0.0018551114
647	0.0016761867
648	0.0015547465
649	0.0014817959
650	0.0014870795
651	0.0015124648
652	0.0014767504
653	0.0013861418
654	0.0012548391
655	0.0011269629
656	0.0010201816
657	0.00094000488
658	0.00092793936
659	0.00094449131
660	0.00093402083
661	0.00085479457
662	0.00066623415
663	0.00048548406
664	0.00043029894
665	0.00039684559
666	0.00031086226
667	0.00018382193
668	-4.762328e-06
669	-0.00017315609
670	-0.00023151358
671	-0.00024699004
672	-0.00027944752
673	-0.00035097935
674	-0.00049013928
675	-0.00064431536
676	-0.0007957633
677	-0.00089638542
678	-0.00088088223
679	-0.00080325155
680	-0.00072788831
681	-0.00070778573
682	-0.00081364344
683	-0.00092891112
684	-0.00094472844
685	-0.0009232586
686	-0.00092670209
687	-0.00091437627
688	-0.00087647142
689	-0.00077130628
690	-0.00060283144
691	-0.00037018019
692	-0.00012544178
693	0.00021979102
694	0.00067222997
695	0.0012539731
696	0.0019132453
697	0.0026893583
698	0.0034951915
699	0.0044641563
700	0.0056113468
701	0.0069841038
702	0.0084956572
703	0.010183175
704	0.011910008
705	0.013870144
706	0.01609667
707	0.018584654
708	0.021161257
709	0.023927163
710	0.026818655
711	0.029936878
712	0.033237177
713	0.036685019
714	0.040147155
715	0.043702798
716	0.047361983
717	0.051046756
718	0.054728781
719	0.058248972
720	0.061504997
721	0.064517952
722	0.067466984
723	0.070209347
724	0.072841187
725	0.075080811
726	0.076938597
727	0.078307983
728	0.079394855
729	0.079982494
730	0.080241586
731	0.079994484
732	0.07944993
733	0.078407551
734	0.077041784
735	0.075192384
736	0.073042082
737	0.070493121
738	0.067740284
739	0.064692419
740	0.06149348
741	0.058098396
742	0.054617344
743	0.051034426
744	0.047411635
745	0.043786262
746	0.040207923
747	0.03671905
748	0.033307929
749	0.03004613
750	0.026903769
751	0.023966249
752	0.021172458
753	0.018608626
754	0.016214277
755	0.014045188
756	0.011986163
757	0.010120095
758	0.0083582921
759	0.0068307301
760	0.005495292
761	0.004402735
762	0.0034737713
763	0.0027131114
764	0.0019887462
765	0.0013519533
766	0.00072875961
767	0.0002402979
768	-6.0803765e-05
769	-0.00024423153
770	-0.00044657757
771	-0.00062557297
772	-0.00080317504
773	-0.00090850033
774	-0.00091734731
775	-0.00087794713
776	-0.00084156115
777	-0.00080248708
778	-0.00078484574
779	-0.00078946969
780	-0.0008398607
781	-0.00085022764
782	-0.0007340901
783	-0.00056629209
784	-0.0004186345
785	-0.00031931175
786	-0.00031841342
787	-0.00032112567
788	-0.00024104289
789	-0.00012001654
790	2.6693626e-05
791	0.00015092225
792	0.00019604076
793	0.00020253465
794	0.00020171915
795	0.0002237231
796	0.00030206129
797	0.00041294025
798	0.00054293601
799	0.00066045708
800	0.00071153091
801	0.00074591734
802	0.00081031805
803	0.00091120524
804	0.0010619029
805	0.0012019935
806	0.0012740808
807	0.0013207264
