Raman_shift_cm-1	Intensity
600	0.0048135369
601	0.0046743164
602	0.0045722606
603	0.0045073693
604	0.0044914521
605	0.0044928393
606	0.004462382
607	0.0043827551
608	0.004227745
609	0.0040777244
610	0.0040105576
611	0.0039808357
612	0.0039640315
613	0.0039273532
614	0.0038149648
615	0.0036942923
616	0.0036369424
617	0.0036081907
618	0.0035706975
619	0.0035189303
620	0.0034587783
621	0.0033978982
622	0.0033247144
623	0.0032386288
624	0.0031472978
625	0.0030926065
626	0.0031184545
627	0.0031319518
628	0.0030486282
629	0.0029219376
630	0.0027901305
631	0.0026798695
632	0.0026344576
633	0.0026013447
634	0.0025313895
635	0.0024417913
636	0.0023360832
637	0.0022420649
638	0.002181259
639	0.0021454903
640	0.0021271651
641	0.0021197206
642	0.0021137625
643	0.002090001
644	0.0020297512
645	0.001946224
646	0.0018603439
647	0.0017684389
648	0.0016690443
649	0.0015727628
650	0.0014978279
651	0.001434098
652	0.001366141
653	0.0012888882
654	0.0011884448
655	0.0011069601
656	0.0010865692
657	0.001078531
658	0.0010552738
659	0.00097765187
660	0.00078639265
661	0.00058075694
662	0.00046952046
663	0.00041712114
664	0.00038640233
665	0.00034933625
666	0.00028503486
667	0.00021423432
668	0.00013335436
669	3.1215912e-05
670	-8.6782026e-05
671	-0.00018367547
672	-0.00022267596
673	-0.00027382192
674	-0.00040238943
675	-0.00054756518
676	-0.00065878922
677	-0.00074625875
678	-0.00081888524
679	-0.00088498909
680	-0.00096544235
681	-0.0010218672
682	-0.0010314355
683	-0.0010173806
684	-0.0010176035
685	-0.0010042093
686	-0.0009623363
687	-0.00089727754
688	-0.00085255967
689	-0.00076990498
690	-0.00063301403
691	-0.0003798855
692	-1.0156671e-05
693	0.00046460574
694	0.00098898507
695	0.0015758715
696	0.0021277946
697	0.0027711384
698	0.0035433432
699	0.0045287723
700	0.0056933383
701	0.0070445532
702	0.008451114
703	0.01006575
704	0.011851999
705	0.013893195
706	0.016121349
707	0.018592313
708	0.021177022
709	0.023969673
710	0.026909163
711	0.030052919
712	0.033314181
713	0.036714815
714	0.040177965
715	0.043745757
716	0.047397121
717	0.051063367
718	0.054694672
719	0.058219349
720	0.061645164
721	0.064844844
722	0.067832885
723	0.070532585
724	0.07311221
725	0.075333492
726	0.077247681
727	0.078655931
728	0.079705165
729	0.080253206
730	0.080525568
