Raman_shift_cm-1	Intensity
600	0.0066991975
601	0.0066405502
602	0.0065755095
603	0.0065040755
604	0.006458049
605	0.0063742832
606	0.0062255216
607	0.0060561308
608	0.0058952854
609	0.005760523
610	0.0056745598
611	0.0056370298
612	0.0056418812
613	0.0056436424
614	0.0055985407
615	0.0055120322
616	0.0053839624
617	0.0052366066
618	0.005096222
619	0.0049819547
620	0.0049254826
621	0.0048819149
622	0.0047920209
623	0.0046949265
624	0.0046333211
625	0.0045845651
626	0.0045283738
627	0.0044322309
628	0.0042706122
629	0.0041053969
630	0.0039955111
631	0.0038988879
632	0.0037690885
633	0.0036619183
634	0.0036324208
635	0.0036300806
636	0.0036109935
637	0.0035302189
638	0.003326485
639	0.0031221705
640	0.0030393383
641	0.0030147993
642	0.0030018374
643	0.0029644889
644	0.0028661159
645	0.0027376403
646	0.002598877
647	0.0024487043
648	0.0023012472
649	0.002175704
650	0.0020907221
651	0.0020109257
652	0.0019017021
653	0.0017816628
654	0.0016535063
655	0.0015391355
656	0.001476374
657	0.001410618
658	0.0012796173
659	0.0011192422
660	0.00095911389
661	0.00083657309
662	0.00079060449
663	0.00075220189
664	0.0006438055
665	0.00053452802
666	0.00051110107
667	0.00046902946
668	0.00029612385
669	5.5260265e-05
670	-0.00017568474
671	-0.00035399318
672	-0.00044318101
673	-0.00053464656
674	-0.00070449572
675	-0.00086743744
676	-0.00097625541
677	-0.0010673002
678	-0.0011643817
679	-0.0012508955
680	-0.0013387526
681	-0.0014094008
682	-0.001464063
683	-0.0014660694
684	-0.0013942969
685	-0.0012904757
686	-0.0012139918
687	-0.0011437466
688	-0.0010960898
689	-0.0010061527
690	-0.00086953419
691	-0.00060750386
692	-0.00021166703
693	0.00036335409
694	0.0010501965
695	0.0019034138
696	0.0028574514
697	0.0039812997
698	0.0051680202
699	0.0065720175
700	0.008160662
701	0.010099726
702	0.012346078
703	0.014928958
704	0.017644752
705	0.020657981
706	0.023866778
707	0.027414219
708	0.031198636
709	0.035323017
710	0.039652292
711	0.044298338
712	0.04917084
713	0.054271995
714	0.059466156
715	0.064727384
716	0.069939629
