Raman_shift_cm-1	Intensity
600	0.0068570588
601	0.0067813673
602	0.006711225
603	0.0066466317
604	0.0065884382
605	0.0065210294
606	0.0064058586
607	0.0062432124
608	0.0060424111
609	0.0058656001
610	0.0057557614
611	0.0056893548
612	0.0056484145
613	0.0056417641
614	0.005677191
615	0.0056689706
616	0.0055316462
617	0.0053308483
618	0.0051259948
619	0.0049601208
620	0.0048915929
621	0.0048548112
622	0.0047837367
623	0.004704817
624	0.0046322239
625	0.0045565018
626	0.0044595864
627	0.0043586547
628	0.004279367
629	0.0042182059
630	0.0041756951
631	0.0041061264
632	0.0039753518
633	0.0038152082
634	0.0036455397
635	0.0034882549
636	0.0033580538
637	0.0032876462
638	0.0033341277
639	0.003369751
640	0.0032590254
641	0.0030514934
642	0.0027843758
643	0.0025596225
644	0.0024768061
645	0.0024554725
646	0.0024364131
647	0.0024135687
648	0.002354594
649	0.0022582524
650	0.0021186944
651	0.0019805317
652	0.0019063812
653	0.0018358878
654	0.0017179381
655	0.0015627162
656	0.001374869
657	0.0012019178
658	0.0010942479
659	0.0010012458
660	0.00086604244
661	0.0007384414
662	0.00066299588
663	0.00060877637
664	0.00053718581
665	0.00044186706
666	0.00033079506
667	0.00020832717
668	6.7673894e-05
669	-9.371275e-05
670	-0.00027312284
671	-0.00041360626
672	-0.00046526528
673	-0.00049665994
674	-0.00056076221
675	-0.00066426656
676	-0.00083825138
677	-0.0010245896
678	-0.0011571524
679	-0.0012531396
680	-0.001346006
681	-0.0014168707
682	-0.0014580845
683	-0.0014499922
684	-0.0013902456
685	-0.0013415213
686	-0.0013970726
687	-0.0014306441
688	-0.0013799114
689	-0.0011860539
690	-0.00082172529
691	-0.00034620022
692	9.7931301e-05
693	0.00060704114
694	0.0011590763
695	0.0018871663
696	0.0028078064
697	0.0039501795
698	0.0051924322
699	0.0066777119
700	0.0083603248
701	0.010330509
702	0.01246508
703	0.014887364
704	0.017481553
705	0.02043503
706	0.023685795
707	0.027302435
708	0.031104556
709	0.035225437
710	0.039547522
711	0.044175783
712	0.049003575
713	0.054067913
714	0.059265226
715	0.064582519
716	0.069929478
717	0.075241646
718	0.080457211
719	0.085545166
720	0.090603145
721	0.095404959
722	0.099965515
723	0.1040343
724	0.10768369
725	0.1107489
726	0.11348777
727	0.11558816
728	0.11726612
729	0.11818707
730	0.11855262
731	0.11813154
732	0.11725172
733	0.11565976
734	0.11367466
735	0.11099331
736	0.10781821
737	0.10402389
738	0.099914201
739	0.095375492
740	0.090633624
741	0.085606406
742	0.08043739
743	0.075154776
744	0.069899784
745	0.064649499
746	0.059398013
747	0.054235332
748	0.049168592
749	0.04432645
750	0.039703459
751	0.035364098
752	0.031170515
753	0.027293229
754	0.02365671
755	0.02040442
756	0.017424051
757	0.014800636
758	0.012375334
759	0.010254547
760	0.0082895892
761	0.0065961433
762	0.0050741725
763	0.0038289325
764	0.0027810838
765	0.0019478586
766	0.0011902292
767	0.00057709072
768	4.7233067e-05
769	-0.00036518464
770	-0.00072824435
771	-0.00099761898
772	-0.0012099275
773	-0.0013161529
