Raman_shift_cm-1	Intensity
600	0.0066379846
601	0.0067069762
602	0.0067292378
603	0.0067047693
604	0.0066102848
605	0.0064804597
606	0.0063278113
607	0.0061757189
608	0.0060791885
609	0.0060170401
610	0.0059690152
611	0.0058796728
612	0.0056788121
613	0.0054910095
614	0.0054447249
615	0.0054360171
616	0.0053683616
617	0.0052541598
618	0.0050892923
619	0.0049542969
620	0.0049228371
621	0.0049139763
622	0.0048545782
623	0.004788265
624	0.0047470846
625	0.0047065967
626	0.0046687018
627	0.0045730598
628	0.0043589191
629	0.0041110006
630	0.0039131351
631	0.0037752032
632	0.0037104171
633	0.0036740347
634	0.0036205493
635	0.0035596781
636	0.0034793088
637	0.0033806206
638	0.0032843242
639	0.0031719024
640	0.0030043377
641	0.002843404
642	0.0027678911
643	0.0027423847
644	0.0027318033
645	0.002667402
646	0.0024780301
647	0.0022763586
648	0.0021577885
649	0.0020797884
650	0.0020246749
651	0.0019689316
652	0.0018859897
653	0.0017695675
654	0.0015912287
655	0.0014219725
656	0.001348251
657	0.0013142963
658	0.0012701203
659	0.0011778175
660	0.00099236406
661	0.00080283777
662	0.00068941311
663	0.00060460008
664	0.00051606007
665	0.00042587295
666	0.0003164494
667	0.00021726565
668	0.00018078296
669	0.00011773697
670	-7.0053313e-05
671	-0.00031137022
672	-0.00053220355
673	-0.00069455618
674	-0.00076394399
675	-0.00081885724
676	-0.00093651803
677	-0.0010467479
678	-0.0011116109
679	-0.0011601007
680	-0.0012073755
681	-0.0012670991
682	-0.0013698106
683	-0.0014787251
684	-0.0015851556
685	-0.0016214399
686	-0.0015457081
687	-0.0013799447
688	-0.0011826431
689	-0.00094314619
690	-0.00072704587
691	-0.00042849362
692	-1.0101222e-05
693	0.00054704299
694	0.001172348
695	0.0019333783
696	0.0027656111
697	0.0038155259
698	0.0050724584
699	0.0065916806
700	0.008249129
701	0.010175831
702	0.012267606
703	0.01469914
704	0.017394321
705	0.020479388
706	0.023843326
707	0.027544911
708	0.031376204
709	0.035491827
710	0.03981826
711	0.044440728
712	0.049250626
713	0.054259804
714	0.059352677
715	0.064559612
716	0.069805671
717	0.075073961
718	0.080375567
719	0.08558607
720	0.090683858
721	0.095467191
722	0.099962555
723	0.10400855
724	0.10777674
725	0.11095178
726	0.1136631
727	0.11567516
728	0.11726447
729	0.11811408
730	0.11845737
731	0.11802615
732	0.11712899
733	0.11550825
734	0.11344849
735	0.11069755
736	0.10750228
737	0.1037537
738	0.099767155
739	0.095355702
740	0.090667167
741	0.085664199
742	0.08054778
743	0.075277049
744	0.069926749
745	0.064540093
746	0.059179651
747	0.053983278
748	0.048993111
749	0.044270281
750	0.03974122
751	0.035501859
752	0.031429343
753	0.027636095
754	0.02400841
755	0.020706463
756	0.017645131
757	0.014926678
758	0.012405456
759	0.010231766
760	0.0083139499
761	0.006712921
762	0.0052696659
763	0.0040537882
764	0.0029550409
765	0.002033926
766	0.0011844724
767	0.00048254409
768	-0.00012693761
769	-0.00055110723
770	-0.00078921739
771	-0.00091518076
772	-0.0010823879
773	-0.0012322938
774	-0.0013842243
775	-0.0014652554
776	-0.0014369455
777	-0.0013524897
778	-0.0012865771
779	-0.0012106312
780	-0.0011151348
781	-0.0010229913
782	-0.00098220838
783	-0.00094413059
784	-0.0008472846
785	-0.00071974485
786	-0.00061427395
787	-0.00052066037
788	-0.00041664611
789	-0.00028372496
790	-0.00012505179
791	8.2592466e-06
792	7.638204e-05
793	0.00015510844
794	0.00030794457
795	0.00046201013
796	0.0005602774
797	0.00063755161
798	0.00072173703
799	0.00080585139
800	0.0008915935
801	0.00096605075
802	0.0010198621
803	0.0010715832
804	0.0011447246
805	0.0012115876
806	0.0012183662
807	0.0012535424
808	0.0014090817
809	0.0016267904
810	0.0018501698
811	0.0020079849
812	0.0020208152
813	0.0020082583
814	0.0020683016
815	0.002179473
816	0.0023687541
817	0.0025431463
818	0.0025802859
819	0.0025712358
820	0.0026099437
821	0.0027019765
822	0.0028520418
823	0.0029861782
824	0.0030419815
825	0.0030950012
826	0.0032157108
827	0.0033086175
828	0.0033088113
829	0.0032488921
830	0.003136319
831	0.0030607685
832	0.0031212934
833	0.0032556179
834	0.0033973602
835	0.0035192713
836	0.0035902377
837	0.0036284007
838	0.0036426313
839	0.0036241786
840	0.0035751745
841	0.0035514562
842	0.003601817
843	0.0036903675
844	0.0037881046
845	0.0038775503
846	0.0039354735
847	0.0039576009
848	0.0039434401
849	0.003905543
850	0.0038510923
851	0.0038211406
852	0.0038611942
853	0.0039423184
854	0.0040354567
855	0.0041063955
856	0.0041123176
857	0.0040963217
858	0.0040998565
859	0.0041056413
860	0.0041107996
861	0.0041046202
862	0.0040843174
863	0.0040480338
864	0.0039830989
865	0.0039225088
866	0.0039039935
867	0.0039153779
868	0.0039324155
869	0.0039504323
870	0.0039699027
871	0.0039875231
872	0.0039948588
873	0.0039663832
874	0.0038786658
875	0.0037944047
876	0.0037762069
877	0.003781108
878	0.0037702975
879	0.0037506997
880	0.0037373123
881	0.0037043981
882	0.0036223417
883	0.0035020877
884	0.0033588461
885	0.0032425616
886	0.0031914643
887	0.0031766175
888	0.0031681448
889	0.0031781874
890	0.0032161053
891	0.0032232599
892	0.0031373191
893	0.0030045681
894	0.0028734851
895	0.0027662143
896	0.0027106518
897	0.0026664909
898	0.0026159353
899	0.0025371896
900	0.0023901034
901	0.0022092712
902	0.0020202101
903	0.0018880215
904	0.001881024
905	0.0019079267
906	0.0018753788
907	0.0018048968
908	0.0017054206
909	0.0015932482
910	0.001492048
911	0.0013715936
912	0.0012197429
913	0.001054339
914	0.00089938373
915	0.00072847987
916	0.00051419964
917	0.00029811854
918	0.0001185462
919	-2.7640898e-05
920	-0.00016593549
921	-0.00027654686
922	-0.00033852252
923	-0.00037945114
924	-0.00043408238
925	-0.00054617502
926	-0.00077011779
927	-0.0009970795
928	-0.0011254283
929	-0.0012010987
930	-0.0012655051
931	-0.0013266785
932	-0.001411656
933	-0.0014863722
934	-0.0015392876
935	-0.0015793436
936	-0.001628829
937	-0.0016469747
938	-0.0016296843
939	-0.0015507787
940	-0.0013996637
941	-0.0012079922
942	-0.0010499898
943	-0.000878688
944	-0.00069173135
945	-0.00042437866
946	-5.8544688e-05
947	0.00039120851
948	0.00087693123
949	0.0014166582
950	0.0019601621
951	0.0025553691
952	0.0031829486
953	0.003926772
954	0.0047904899
955	0.0058051783
956	0.0069347289
957	0.0081748481
958	0.0094355479
959	0.010754165
960	0.012061297
961	0.013499247
962	0.015126285
963	0.016939229
964	0.01885677
965	0.020870803
966	0.022870407
967	0.024965149
968	0.027159515
969	0.029494984
970	0.031959171
971	0.034524502
972	0.037086845
973	0.039695408
974	0.042346113
975	0.04506309
976	0.047837154
977	0.050631013
978	0.053396166
979	0.056166404
980	0.058975148
981	0.061763311
982	0.06450383
983	0.067172648
984	0.069774003
985	0.072319251
986	0.074905265
987	0.077391249
988	0.07973765
989	0.081872273
990	0.083841891
991	0.08562474
992	0.087350764
993	0.088871474
994	0.09023462
995	0.091334632
996	0.092212771
997	0.092860822
998	0.093485519
999	0.093903037
1000	0.094146965
1001	0.094036568
1002	0.093577801
1003	0.092849258
1004	0.0921306
1005	0.091231164
1006	0.090190158
1007	0.088871529
1008	0.087291872
1009	0.085498217
1010	0.083695305
1011	0.081757089
1012	0.079730788
1013	0.077508849
1014	0.075102664
1015	0.072534318
1016	0.069925757
1017	0.067233993
1018	0.06450357
1019	0.061724777
1020	0.058931999
1021	0.056139558
1022	0.053404733
1023	0.050645062
1024	0.047765768
1025	0.044874802
1026	0.042057372
1027	0.039365869
1028	0.036819704
1029	0.034358154
1030	0.031878331
1031	0.029462212
1032	0.027086493
1033	0.024826131
1034	0.022695693
1035	0.02071889
1036	0.018843925
1037	0.017053015
1038	0.015223267
1039	0.013505957
1040	0.011956716
1041	0.010581074
1042	0.0093069084
1043	0.0081301499
1044	0.0069613795
1045	0.0058783318
1046	0.0048569772
1047	0.0039419354
1048	0.0030966685
1049	0.002399603
1050	0.0018729228
1051	0.0014326346
1052	0.00092419293
1053	0.00041416316
1054	-0.00010117782
1055	-0.00052083662
1056	-0.00080390378
1057	-0.00097776926
1058	-0.0010917881
1059	-0.0011531903
1060	-0.0012271724
1061	-0.0013116875
1062	-0.0014297921
1063	-0.0015320326
1064	-0.0015984245
1065	-0.0016255054
1066	-0.0016173462
1067	-0.0015685657
1068	-0.0015103425
1069	-0.00142758
1070	-0.0013182438
1071	-0.0011871043
1072	-0.001054285
1073	-0.00094168693
1074	-0.00087583647
1075	-0.00081453969
1076	-0.00072101531
1077	-0.00062009399
1078	-0.00054602632
1079	-0.00045482082
1080	-0.0002979027
1081	-0.00012487616
1082	-2.5384096e-06
1083	8.9482928e-05
1084	0.00017675202
1085	0.00028143942
1086	0.00041087322
1087	0.00053247527
1088	0.00061638164
1089	0.00072807861
1090	0.00091754691
1091	0.0011195201
1092	0.0012845408
1093	0.0014101732
1094	0.0014791244
1095	0.001529686
1096	0.0016083324
1097	0.0017054096
1098	0.001818339
1099	0.0019265396
1100	0.0019970539
1101	0.0020790236
1102	0.0022277586
1103	0.0023794846
1104	0.0024779676
1105	0.0025207228
1106	0.0024876463
1107	0.0024785651
1108	0.0026152156
1109	0.0027742863
1110	0.0028253184
1111	0.0028312172
1112	0.0028503353
1113	0.0029113906
1114	0.0030420039
1115	0.0031466367
1116	0.0031308143
1117	0.0031201792
1118	0.0032261039
1119	0.0033651175
1120	0.0034798479
1121	0.0035397273
1122	0.0034976428
1123	0.0034435727
1124	0.0034637337
1125	0.0035278351
1126	0.0036167602
1127	0.0037080819
1128	0.0037875271
1129	0.0038335236
1130	0.003817071
1131	0.0037576833
1132	0.0036805186
1133	0.0036311959
1134	0.0036571979
1135	0.0037107932
1136	0.0037464039
1137	0.003777954
1138	0.00380709
1139	0.0038294243
1140	0.0038372307
1141	0.0038391044
1142	0.0038461428
1143	0.0038629539
1144	0.0038866172
1145	0.003919393
1146	0.0039592572
1147	0.0040168573
1148	0.00409752
1149	0.0041769356
1150	0.0042354872
1151	0.0042721463
1152	0.0043023095
1153	0.0042914447
1154	0.00422312
1155	0.0041055952
1156	0.0039433027
1157	0.0038084515
1158	0.003768064
1159	0.0038029698
1160	0.0038913583
1161	0.0039919432
1162	0.0040422963
1163	0.0040727507
1164	0.0041096867
1165	0.004132818
1166	0.004132758
1167	0.0041056878
1168	0.0040499427
1169	0.0040050709
1170	0.004025188
1171	0.0040474321
1172	0.0040110673
1173	0.0039433492
1174	0.0038635746
1175	0.0038102503
1176	0.0038159182
1177	0.0038457383
1178	0.0038625233
1179	0.0038930904
1180	0.0039683607
1181	0.0040206071
1182	0.0039703019
1183	0.0038846652
1184	0.0038311559
1185	0.0038321892
1186	0.0039131239
1187	0.0039960282
1188	0.0040266802
1189	0.0040125877
1190	0.0039267121
1191	0.0038285978
1192	0.0037996173
1193	0.0038236241
1194	0.0038776389
1195	0.0039193852
1196	0.0039116675
1197	0.0039039151
1198	0.0039293417
1199	0.0039433712
1200	0.0039257425
1201	0.0038918493
1202	0.0038413958
1203	0.0037941179
1204	0.0037818191
1205	0.0037949209
