500.00000000	86.78414751
502.00000000	87.03528310
504.00000000	87.10091736
506.00000000	87.23416733
508.00000000	87.24183811
510.00000000	87.03798918
512.00000000	87.06290882
514.00000000	87.19214059
516.00000000	87.20434917
518.00000000	87.22610299
520.00000000	87.39842257
522.00000000	87.50865904
524.00000000	87.46593978
526.00000000	87.46150864
528.00000000	87.19643378
530.00000000	87.40723261
532.00000000	87.48959232
534.00000000	87.22428403
536.00000000	87.26177454
538.00000000	87.36246639
540.00000000	87.42579657
542.00000000	87.46022918
544.00000000	87.50796396
546.00000000	87.79379076
548.00000000	87.50705826
550.00000000	87.51486896
552.00000000	87.40520496
554.00000000	87.31776970
556.00000000	87.84806182
558.00000000	87.80998519
560.00000000	87.75164422
562.00000000	87.66083686
564.00000000	87.54642286
566.00000000	87.67977426
568.00000000	87.75077141
570.00000000	87.74841684
572.00000000	87.80564301
574.00000000	87.99685996
576.00000000	87.90032418
578.00000000	87.96238739
580.00000000	87.81379437
582.00000000	88.08320896
584.00000000	88.10808983
586.00000000	87.90787211
588.00000000	87.85199150
590.00000000	88.15461750
592.00000000	88.13440218
594.00000000	87.86993414
596.00000000	87.97362463
598.00000000	88.15625358
600.00000000	88.01121783
602.00000000	88.18227379
604.00000000	88.17807957
606.00000000	88.36789950
608.00000000	88.09426882
610.00000000	88.34129312
612.00000000	88.15409237
614.00000000	88.42302726
616.00000000	88.33420948
618.00000000	88.28145334
620.00000000	88.42256842
622.00000000	88.36982562
624.00000000	88.01684342
626.00000000	88.46289243
628.00000000	88.35757022
630.00000000	88.26460635
632.00000000	88.30964103
634.00000000	88.45715262
636.00000000	88.44585836
638.00000000	88.67126818
640.00000000	88.35143302
642.00000000	88.23277567
644.00000000	88.31492543
646.00000000	88.46889626
648.00000000	88.57520275
650.00000000	88.55661538
652.00000000	88.49086489
654.00000000	88.51530976
656.00000000	88.74936128
658.00000000	88.53750604
660.00000000	88.57680314
662.00000000	88.38385337
664.00000000	88.51783017
666.00000000	88.50779989
668.00000000	88.45986371
670.00000000	88.71245368
672.00000000	88.71785255
674.00000000	88.67211792
676.00000000	88.78693767
678.00000000	88.70022502
680.00000000	88.93647081
682.00000000	89.05100704
684.00000000	89.02992425
686.00000000	89.19865315
688.00000000	89.60880731
690.00000000	90.08665179
692.00000000	90.63333291
694.00000000	91.44978721
696.00000000	92.66622873
698.00000000	94.49558721
700.00000000	96.64630285
702.00000000	99.18477425
704.00000000	102.67631121
706.00000000	106.75806846
708.00000000	111.25277223
710.00000000	116.39435843
712.00000000	122.56624648
714.00000000	128.91465820
716.00000000	135.51495615
718.00000000	141.88854141
720.00000000	148.23522733
722.00000000	154.32017423
724.00000000	158.82433065
726.00000000	162.63777294
728.00000000	164.94996213
730.00000000	165.78693295
732.00000000	165.04816005
734.00000000	162.74989210
736.00000000	158.93038914
738.00000000	154.55620674
740.00000000	148.55094527
742.00000000	142.00673656
744.00000000	135.68605395
746.00000000	129.01196472
748.00000000	122.52337057
750.00000000	116.68348583
752.00000000	111.37229869
754.00000000	106.79300768
756.00000000	102.74831502
758.00000000	99.46324697
760.00000000	96.86309619
762.00000000	94.74112702
764.00000000	93.12424879
766.00000000	92.09998190
768.00000000	91.22250132
770.00000000	90.29852280
772.00000000	89.85844891
774.00000000	89.37994448
776.00000000	89.31978552
778.00000000	89.11473980
780.00000000	89.24294438
782.00000000	89.36596734
784.00000000	88.92818201
786.00000000	89.22182724
788.00000000	89.06430354
790.00000000	89.21272689
792.00000000	89.09137485
794.00000000	89.19313693
796.00000000	89.18430220
798.00000000	89.17758435
800.00000000	89.11076124
802.00000000	89.18900931
804.00000000	89.04268113
806.00000000	89.32222543
808.00000000	89.13598237
810.00000000	89.12657248
812.00000000	89.01896982
814.00000000	89.18476448
816.00000000	89.11368719
818.00000000	89.09963305
820.00000000	89.07941671
822.00000000	89.15127664
824.00000000	89.27169576
826.00000000	89.29475637
828.00000000	89.41665542
830.00000000	89.34033992
832.00000000	89.29903319
834.00000000	89.09862042
836.00000000	88.95038232
838.00000000	89.33507381
840.00000000	89.08493555
842.00000000	89.27372411
844.00000000	89.15381603
846.00000000	89.33238556
848.00000000	89.01946263
850.00000000	89.10520354
852.00000000	89.37310147
854.00000000	89.25818182
856.00000000	88.99910654
858.00000000	89.40414255
860.00000000	89.04096859
862.00000000	89.34205750
864.00000000	89.18092878
866.00000000	89.14362348
868.00000000	89.28556080
870.00000000	89.25253358
872.00000000	89.21642323
874.00000000	89.10490048
876.00000000	89.18960628
878.00000000	89.40494963
880.00000000	89.11019639
882.00000000	89.29873302
884.00000000	89.39868617
886.00000000	89.11722641
888.00000000	89.12688883
890.00000000	89.31998658
892.00000000	89.15489033
894.00000000	89.17176737
896.00000000	88.93546797
898.00000000	89.31839042
900.00000000	89.13029171
902.00000000	89.25834046
904.00000000	89.40985122
906.00000000	89.20843832
908.00000000	89.23496574
910.00000000	89.07632174
912.00000000	89.36624567
914.00000000	89.54875336
916.00000000	89.28251295
