Raman_shift_cm-1	Intensity
600	0.0067974618
601	0.0066894437
602	0.0065992269
603	0.0065268113
604	0.0064772116
605	0.006428301
606	0.0063201931
607	0.0061867919
608	0.0060790968
609	0.0059992297
610	0.0059380089
611	0.0058545041
612	0.0057250147
613	0.0056025251
614	0.0055210761
615	0.0054372486
616	0.0053275332
617	0.0052179802
618	0.0051060263
619	0.0050128749
620	0.0049771463
621	0.0049615429
622	0.0049213972
623	0.0048370036
624	0.0047005141
625	0.0045503973
626	0.0044092966
627	0.0042796387
628	0.0041883472
629	0.0041232879
630	0.0040625683
631	0.0039736104
632	0.0038299629
633	0.0036774952
634	0.0035425091
635	0.0034280583
636	0.0033481708
637	0.0032998454
638	0.0032662968
639	0.0032275859
640	0.0031773972
641	0.0030985159
642	0.0029622607
643	0.0027958402
644	0.0026280886
645	0.0025077402
646	0.0024922004
647	0.0024892619
648	0.0024110977
649	0.0022897
650	0.002140499
651	0.001998253
652	0.0019102307
653	0.0018279466
654	0.0017163603
655	0.0015802101
656	0.0014214431
657	0.0012525223
658	0.0010710294
659	0.00091962698
660	0.00084705081
661	0.00081642973
662	0.00079276145
663	0.00072569412
664	0.00055809629
665	0.00036194929
666	0.00019551254
667	6.5667381e-05
668	5.0965406e-06
669	-4.7643375e-05
670	-0.00016306698
671	-0.00031239034
672	-0.00047615407
673	-0.00062040455
674	-0.00071375717
675	-0.00079280052
676	-0.0008838021
677	-0.00098095472
678	-0.0011030832
679	-0.0012202552
680	-0.0013024278
681	-0.0013525395
682	-0.0013847984
683	-0.0014143924
684	-0.0014746254
685	-0.0015071011
686	-0.0014943118
687	-0.001411781
688	-0.0012650178
689	-0.0010387139
690	-0.00077429784
691	-0.00044046548
692	-9.8048003e-05
693	0.00037887277
694	0.0010127256
695	0.0018570424
696	0.0028567123
697	0.0040284869
698	0.0052196547
699	0.0066185565
700	0.0082099434
701	0.010144479
702	0.012384742
703	0.014948867
704	0.017608225
705	0.020564915
706	0.023758283
707	0.027331775
708	0.031186487
709	0.035364196
710	0.039669562
711	0.044264633
712	0.049099612
713	0.054173419
714	0.059359544
715	0.064618819
716	0.069806589
717	0.075005849
718	0.080322903
719	0.085571864
720	0.090699249
721	0.095473421
722	0.09988192
723	0.10382535
724	0.10752525
725	0.11067945
726	0.1134395
727	0.11552655
728	0.11715588
729	0.11803987
730	0.11844467
731	0.1180667
732	0.11716742
733	0.11551716
734	0.11343056
735	0.1107005
736	0.10762528
737	0.10399085
738	0.10002301
739	0.095575039
740	0.090824538
741	0.085751826
742	0.080576647
743	0.075279772
744	0.06996721
745	0.064651908
746	0.059373594
747	0.05420956
748	0.049140023
749	0.044290689
750	0.039643519
751	0.035323861
752	0.031251108
753	0.027497506
754	0.023910855
755	0.020635249
756	0.017542909
757	0.014792255
758	0.012302204
759	0.010175697
760	0.0082712323
761	0.006657651
762	0.0051866151
763	0.0039606449
764	0.0028856793
765	0.0020008947
766	0.0011992323
767	0.0005487733
768	-1.5411891e-05
769	-0.00044498808
770	-0.00079399684
771	-0.0010218648
772	-0.001164142
773	-0.0012297317
774	-0.0012851041
775	-0.0013178184
776	-0.0013519835
777	-0.0013725226
778	-0.001400348
779	-0.0013973524
780	-0.0013428098
781	-0.0012298513
782	-0.0010685773
783	-0.00089827277
784	-0.00077031892
785	-0.00065719387
786	-0.00054394759
787	-0.00043463456
788	-0.0003327659
789	-0.00022579506
790	-8.7991323e-05
791	4.3838228e-05
792	0.00013274906
793	0.00018663232
794	0.00020955535
795	0.00025079033
796	0.00035669256
797	0.00049017705
798	0.00061514003
799	0.00074172731
800	0.00087544531
801	0.00099663601
802	0.0010966247
803	0.0011519956
804	0.00112789
805	0.0011095051
