Raman_shift_cm-1	Intensity
600	0.0068474534
601	0.0067393527
602	0.0066018348
603	0.0064348997
604	0.0061929587
605	0.0059842041
606	0.005918055
607	0.0059410591
608	0.0059976359
609	0.0060166898
610	0.0059090309
611	0.00578168
612	0.0057348185
613	0.0056994816
614	0.0056367327
615	0.0055363664
616	0.0053987141
617	0.005233461
618	0.0050383058
619	0.0048522487
620	0.0047167149
621	0.0046478475
622	0.0046568789
623	0.0046716793
624	0.0046166051
625	0.0045257613
626	0.0044182231
627	0.0043063479
628	0.0042160046
629	0.0041300249
630	0.0040442576
631	0.003943135
632	0.0038044443
633	0.0036597828
634	0.0035327642
635	0.0034413834
636	0.003405697
637	0.0033846145
638	0.0033362951
639	0.0032632296
640	0.003173439
641	0.0030534648
642	0.0028860831
643	0.0027087224
644	0.00256827
645	0.0024665373
646	0.0023975702
647	0.0023364993
648	0.0022700821
649	0.0021900704
650	0.0020702741
651	0.0019223977
652	0.0017594488
653	0.0016318371
654	0.0015886277
655	0.0015648826
656	0.0015145922
657	0.0014219623
658	0.0012559399
659	0.0010603886
660	0.00087971579
661	0.00073626972
662	0.00065522223
663	0.0006018279
664	0.00053381701
665	0.000468871
666	0.00042388158
667	0.00035900812
668	0.0002285676
669	6.7885669e-05
670	-7.3225909e-05
671	-0.0002002641
672	-0.00031356663
673	-0.00044903411
674	-0.00064673455
675	-0.00082544501
676	-0.00091662089
677	-0.00096844779
678	-0.0010150717
679	-0.0010883192
680	-0.0012409787
681	-0.0014077765
682	-0.0015430498
683	-0.0016198953
684	-0.0016265771
685	-0.0015727564
686	-0.0014887758
687	-0.001374098
688	-0.0012969034
689	-0.0011607229
690	-0.00093091594
691	-0.00054799208
692	-3.3467408e-05
693	0.00061764265
694	0.0013247018
695	0.0021576265
696	0.0030461476
697	0.0040939269
698	0.0052493328
699	0.0066861866
700	0.0084119664
701	0.010444118
702	0.012584975
703	0.014998863
704	0.017606822
705	0.020572111
706	0.023798558
707	0.027382161
708	0.031173649
709	0.035325998
710	0.039740256
711	0.044447372
712	0.049285279
713	0.054311725
714	0.059426721
715	0.064651679
716	0.069948091
717	0.075244752
718	0.080485254
719	0.085580829
720	0.090554665
721	0.09526883
722	0.099808984
723	0.10391939
724	0.10766599
725	0.11084013
726	0.11366819
727	0.1158167
728	0.11746177
729	0.11830695
730	0.11861062
731	0.11815635
732	0.11730249
733	0.11571913
734	0.11364769
735	0.11087138
736	0.10766153
737	0.10387901
738	0.099812935
739	0.095332857
740	0.090644864
741	0.085670198
742	0.080555298
743	0.075287836
744	0.069975128
745	0.064642172
746	0.05932689
747	0.054134312
748	0.049091961
749	0.044301778
750	0.039721666
751	0.035429821
752	0.031283312
753	0.027466804
754	0.023936844
755	0.020765043
756	0.017777452
757	0.015077064
758	0.012520011
759	0.010286783
760	0.0083028686
761	0.0066482726
762	0.0052011288
763	0.0040328195
764	0.0030144144
765	0.0021761443
766	0.0013941063
767	0.00074288954
768	0.00016795597
769	-0.00028660657
770	-0.00067043126
771	-0.0009368178
772	-0.0011061723
773	-0.0011999906
774	-0.0013024115
775	-0.0013795141
776	-0.0014460443
777	-0.0014600013
778	-0.0014112925
779	-0.0013245333
780	-0.0012545071
781	-0.0011506203
782	-0.00095863767
783	-0.00077416331
784	-0.00070654258
785	-0.00070933267
786	-0.00075435495
787	-0.00073053087
788	-0.00052176858
789	-0.00026840027
790	-9.839341e-05
791	1.9499818e-05
792	8.2607586e-05
793	0.0001468397
794	0.00028377077
795	0.00042681024
796	0.00051387
797	0.00058239134
798	0.00066692685
799	0.00077187026
800	0.00089604968
801	0.0010147716
802	0.0011169133
803	0.0012119568
804	0.0012947132
805	0.0013630023
806	0.0014143671
807	0.0014957662
808	0.0016510783
809	0.0018230089
810	0.0019567423
811	0.0020649193
812	0.0021636954
813	0.0022385829
814	0.002274307
815	0.0022900651
816	0.0023163024
817	0.0023680324
818	0.0024728492
819	0.0025566179
820	0.0025298914
821	0.0024967295
822	0.002558731
823	0.002673189
824	0.0027961282
825	0.0028941642
826	0.0029402585
827	0.0029769588
828	0.0030247077
829	0.0030656251
830	0.0031125408
831	0.0031619286
832	0.0031737777
833	0.003196667
834	0.0032994395
835	0.0034481071
836	0.0035999703
837	0.0036880308
838	0.0036572078
839	0.0036048504
840	0.0036189282
841	0.0036386272
842	0.0036242858
843	0.0036187181
844	0.0036503699
845	0.0037062111
846	0.0037594212
847	0.0038264081
848	0.0039346882
849	0.0040352582
850	0.0040760089
851	0.0040555974
852	0.0039763959
853	0.0039080391
854	0.0039079089
855	0.0039532594
856	0.0040594468
857	0.0041494181
858	0.0041214938
859	0.0040275379
860	0.0039164516
861	0.0038555932
862	0.0039256014
863	0.0040002193
864	0.003955938
865	0.0038834406
866	0.0038530839
867	0.0038534637
868	0.003883509
869	0.0038979276
870	0.0038439043
871	0.0037940244
872	0.003823863
873	0.0038588697
874	0.0038371306
875	0.0037625083
876	0.003631331
877	0.0035114193
878	0.0034660654
879	0.0034565007
880	0.0034505077
881	0.0034515644
882	0.0034498892
883	0.0034395938
884	0.0034259216
885	0.0033752715
886	0.0032446182
887	0.0031001787
888	0.0030152049
889	0.0029764529
890	0.0029721368
891	0.0029562182
892	0.0028924075
893	0.0028021186
894	0.002686056
895	0.0025577917
896	0.0024462563
897	0.0023607366
898	0.0023110119
899	0.002248989
900	0.0021174585
901	0.0019863938
902	0.0019184294
903	0.0018769709
904	0.0018305323
905	0.0017611302
906	0.0016470615
907	0.0015257315
908	0.0014319147
909	0.0013361002
910	0.0012261728
911	0.0010958052
912	0.00093835711
913	0.00076195335
914	0.00057746074
915	0.00039706169
916	0.00021250617
917	7.101719e-05
918	2.1229919e-05
919	1.2900146e-05
920	-9.5298922e-06
921	-8.4311944e-05
922	-0.00026028671
923	-0.0004568347
924	-0.00061072038
925	-0.00072205441
926	-0.00076258285
927	-0.00079721248
928	-0.00090952746
929	-0.001059919
930	-0.0012240165
931	-0.0013496726
932	-0.0013929029
933	-0.001408717
934	-0.0014543957
935	-0.0014960083
936	-0.0015262425
937	-0.0015447931
938	-0.001572411
939	-0.001569323
940	-0.0015237941
941	-0.0014112682
942	-0.0012499721
943	-0.0010217266
944	-0.0007444796
945	-0.00040946849
946	-5.8906492e-05
947	0.00032628219
948	0.00071010078
949	0.0011747985
950	0.0017413315
951	0.0024229874
952	0.0031739257
953	0.0040187639
954	0.0049012642
955	0.0058781977
956	0.0069308398
957	0.0080851954
958	0.0092936283
959	0.01059631
960	0.011947562
961	0.013420028
962	0.014973964
963	0.016703853
964	0.01861671
965	0.020700091
966	0.022851151
967	0.025063157
968	0.027226968
969	0.029478145
970	0.031878742
971	0.034405816
972	0.036996493
973	0.039631753
974	0.042224804
975	0.044871344
976	0.047626519
977	0.050450895
978	0.05329123
979	0.056127235
980	0.058938931
981	0.061723341
982	0.064501906
983	0.067201122
984	0.069793028
985	0.072302833
986	0.074838643
987	0.077279065
988	0.07959373
989	0.081730859
990	0.083772534
991	0.08563945
992	0.087387743
993	0.088893315
994	0.090211899
995	0.091312979
996	0.092347048
997	0.093127019
998	0.093689214
999	0.093940192
1000	0.093975559
1001	0.093737989
1002	0.093380488
1003	0.092805253
1004	0.092119468
1005	0.09120131
1006	0.090115543
1007	0.088789954
1008	0.087332082
1009	0.085645369
1010	0.083809484
1011	0.081756984
1012	0.079564243
1013	0.077224313
1014	0.074855544
1015	0.072400073
1016	0.069909212
1017	0.067315157
1018	0.064623084
1019	0.061839538
1020	0.059030717
1021	0.05617484
1022	0.053273151
1023	0.050378712
1024	0.047554017
1025	0.044809639
1026	0.042129104
1027	0.039500924
1028	0.036874855
1029	0.034321142
1030	0.031832033
1031	0.029448547
1032	0.02717624
1033	0.025000328
1034	0.022807879
1035	0.020697716
1036	0.018687777
1037	0.016857778
1038	0.015201965
1039	0.013656818
1040	0.012078664
