Raman_shift_cm-1	Intensity
600	0.0045218457
601	0.0045010272
602	0.0044826774
603	0.0044667964
604	0.0044585956
605	0.0044356896
606	0.0043519868
607	0.0042392908
608	0.0041482816
609	0.0040823253
610	0.0040303966
611	0.0039755665
612	0.0039155871
613	0.003877098
614	0.0038751
615	0.0038459815
616	0.0037317112
617	0.0036110797
618	0.0035557929
619	0.0035237143
620	0.0035054761
621	0.0034429907
622	0.0032499876
623	0.0030493388
624	0.0029666856
625	0.0029639543
626	0.0030154044
627	0.0030291556
628	0.0029081754
629	0.0027566364
630	0.0026523398
631	0.0025823799
632	0.0025579487
633	0.0025505595
634	0.0025142988
635	0.0024753228
636	0.0024717412
637	0.0024559049
638	0.0023887895
639	0.002255442
640	0.0020443528
641	0.001842826
642	0.0017294577
643	0.0016743552
644	0.0016539012
645	0.001658424
646	0.0016623786
647	0.0016529469
648	0.0016145228
649	0.0015451397
650	0.0014458712
651	0.0013347001
652	0.0012253897
653	0.0011450581
654	0.0011375874
655	0.0011401323
656	0.0010867972
657	0.00098708794
658	0.00085721221
659	0.00071946425
660	0.00059036685
661	0.00046350457
662	0.00034532275
663	0.00025703742
664	0.00021122754
665	0.000161013
666	4.8275096e-05
667	-5.9806646e-05
668	-0.00010650355
669	-0.00012106761
670	-0.0001232807
671	-0.00015215422
672	-0.00025327681
673	-0.00037148535
674	-0.00044957108
675	-0.00051883946
676	-0.00060973029
677	-0.00070038983
678	-0.00077470884
679	-0.00081580548
680	-0.00080808919
681	-0.00080874186
682	-0.0008777779
683	-0.00096708113
684	-0.0010547069
685	-0.0010994789
686	-0.0010729403
687	-0.00098187268
688	-0.00085581719
689	-0.00069289345
690	-0.00053534303
691	-0.00033832041
692	-0.0001121797
693	0.00020113443
694	0.0005848999
695	0.0011128321
696	0.0017705013
697	0.0025991219
698	0.0035349592
699	0.0046103243
700	0.0057165757
701	0.0069965026
702	0.008441918
703	0.010142096
704	0.012045872
705	0.014168425
706	0.016367343
707	0.018742415
708	0.021201977
709	0.023897376
710	0.026829426
711	0.030019273
712	0.033355358
713	0.036828279
714	0.040329632
715	0.04387663
716	0.047422986
717	0.050948676
718	0.05443825
719	0.0578878
720	0.061390589
721	0.064721745
722	0.067803234
723	0.070521758
724	0.072978009
725	0.075067234
726	0.076974983
727	0.078438714
728	0.079555423
729	0.080160956
730	0.080449576
731	0.080211841
732	0.079640484
733	0.078540832
